start_time,end_time,steps,distance,flights,activity_level
2024-03-10 14:00:00+09:00,2024-03-10 14:10:00+09:00,1180.0,0.882,0.067,Very Active
2024-03-10 14:10:00+09:00,2024-03-10 14:20:00+09:00,1178.0,0.92,1.933,Very Active
2024-03-10 14:20:00+09:00,2024-03-10 14:30:00+09:00,23.0,0.009,0.0,Inactive
2024-03-10 14:30:00+09:00,2024-03-10 14:40:00+09:00,443.0,0.309,2.0,Moderate
2024-03-10 14:40:00+09:00,2024-03-10 14:50:00+09:00,39.0,0.027,0.0,Inactive
2024-03-10 14:50:00+09:00,2024-03-10 15:00:00+09:00,12.0,0.008,0.0,Inactive
2024-03-10 15:00:00+09:00,2024-03-10 15:10:00+09:00,45.0,0.029,0.0,Inactive
2024-03-10 15:20:00+09:00,2024-03-10 15:30:00+09:00,406.0,0.296,1.0,Moderate
2024-03-10 15:30:00+09:00,2024-03-10 15:40:00+09:00,10.0,0.007,0.0,Inactive
2024-03-10 16:20:00+09:00,2024-03-10 16:30:00+09:00,54.0,0.011,0.0,Inactive
2024-03-10 16:30:00+09:00,2024-03-10 16:40:00+09:00,176.0,0.148,0.0,Light
2024-03-10 16:40:00+09:00,2024-03-10 16:50:00+09:00,428.0,0.272,0.0,Moderate
2024-03-10 16:50:00+09:00,2024-03-10 17:00:00+09:00,541.0,0.479,14.0,Intense
2024-03-10 17:00:00+09:00,2024-03-10 17:10:00+09:00,19.0,0.014,0.0,Inactive
2024-03-10 17:10:00+09:00,2024-03-10 17:20:00+09:00,15.0,0.011,0.0,Inactive
2024-03-10 17:20:00+09:00,2024-03-10 17:30:00+09:00,12.0,0.009,0.0,Inactive
2024-03-10 17:40:00+09:00,2024-03-10 17:50:00+09:00,386.0,0.305,1.0,Moderate
2024-03-10 17:50:00+09:00,2024-03-10 18:00:00+09:00,222.0,0.153,0.0,Moderate
2024-03-10 18:00:00+09:00,2024-03-10 18:10:00+09:00,118.0,0.06,0.0,Light
2024-03-10 18:10:00+09:00,2024-03-10 18:20:00+09:00,85.0,0.06,0.0,Inactive
2024-03-10 18:20:00+09:00,2024-03-10 18:30:00+09:00,70.0,0.051,0.0,Inactive
2024-03-10 18:30:00+09:00,2024-03-10 18:40:00+09:00,18.0,0.026,0.0,Inactive
2024-03-10 18:50:00+09:00,2024-03-10 19:00:00+09:00,18.0,0.013,0.0,Inactive
2024-03-10 19:00:00+09:00,2024-03-10 19:10:00+09:00,49.0,0.036,0.0,Inactive
2024-03-10 19:10:00+09:00,2024-03-10 19:20:00+09:00,70.0,0.05,0.0,Inactive
2024-03-10 19:20:00+09:00,2024-03-10 19:30:00+09:00,82.0,0.062,0.0,Inactive
2024-03-10 19:30:00+09:00,2024-03-10 19:40:00+09:00,44.0,0.032,0.0,Inactive
2024-03-10 19:40:00+09:00,2024-03-10 19:50:00+09:00,68.0,0.049,0.0,Inactive
2024-03-10 19:50:00+09:00,2024-03-10 20:00:00+09:00,53.0,0.039,0.0,Inactive
2024-03-10 20:00:00+09:00,2024-03-10 20:10:00+09:00,133.0,0.099,0.0,Light
2024-03-10 20:10:00+09:00,2024-03-10 20:20:00+09:00,32.0,0.023,0.0,Inactive
2024-03-10 20:40:00+09:00,2024-03-10 20:50:00+09:00,4.0,0.003,0.0,Inactive
2024-03-10 21:10:00+09:00,2024-03-10 21:20:00+09:00,19.0,0.014,0.0,Inactive
2024-03-10 21:20:00+09:00,2024-03-10 21:30:00+09:00,41.0,0.03,0.0,Inactive
2024-03-10 21:30:00+09:00,2024-03-10 21:40:00+09:00,72.0,0.049,0.0,Inactive
2024-03-10 21:40:00+09:00,2024-03-10 21:50:00+09:00,505.0,0.382,9.0,Very Active
2024-03-10 22:00:00+09:00,2024-03-10 22:10:00+09:00,45.0,0.033,0.0,Inactive
2024-03-10 22:20:00+09:00,2024-03-10 22:30:00+09:00,28.0,0.021,0.0,Inactive
2024-03-10 22:30:00+09:00,2024-03-10 22:40:00+09:00,95.0,0.071,0.0,Inactive
2024-03-10 23:00:00+09:00,2024-03-10 23:10:00+09:00,12.0,0.009,0.0,Inactive
2024-03-10 23:10:00+09:00,2024-03-10 23:20:00+09:00,54.0,0.041,0.0,Inactive
2024-03-10 23:30:00+09:00,2024-03-10 23:40:00+09:00,54.0,0.041,0.0,Inactive
2024-03-11 00:10:00+09:00,2024-03-11 00:20:00+09:00,2.0,0.002,0.0,Inactive
2024-03-11 00:20:00+09:00,2024-03-11 00:30:00+09:00,24.0,0.018,0.0,Inactive
2024-03-11 00:40:00+09:00,2024-03-11 00:50:00+09:00,8.0,0.006,0.0,Inactive
2024-03-11 08:20:00+09:00,2024-03-11 08:30:00+09:00,33.0,0.021,0.0,Inactive
2024-03-11 10:00:00+09:00,2024-03-11 10:10:00+09:00,8.0,0.004,0.0,Inactive
2024-03-11 10:30:00+09:00,2024-03-11 10:40:00+09:00,44.0,0.03,0.0,Inactive
2024-03-11 10:50:00+09:00,2024-03-11 11:00:00+09:00,36.0,0.025,0.0,Inactive
2024-03-11 11:00:00+09:00,2024-03-11 11:10:00+09:00,25.0,0.018,0.0,Inactive
2024-03-11 11:10:00+09:00,2024-03-11 11:20:00+09:00,46.0,0.031,0.0,Inactive
2024-03-11 11:20:00+09:00,2024-03-11 11:30:00+09:00,25.0,0.018,0.0,Inactive
2024-03-11 11:30:00+09:00,2024-03-11 11:40:00+09:00,76.0,0.055,0.0,Inactive
2024-03-11 11:40:00+09:00,2024-03-11 11:50:00+09:00,102.0,0.075,0.0,Light
2024-03-11 11:50:00+09:00,2024-03-11 12:00:00+09:00,9.0,0.008,0.0,Inactive
2024-03-11 12:00:00+09:00,2024-03-11 12:10:00+09:00,72.0,0.054,0.0,Inactive
2024-03-11 12:10:00+09:00,2024-03-11 12:20:00+09:00,821.0,0.599,0.0,Active
2024-03-11 12:20:00+09:00,2024-03-11 12:30:00+09:00,1187.0,0.856,0.0,Very Active
2024-03-11 12:30:00+09:00,2024-03-11 12:40:00+09:00,1042.0,0.726,7.0,Very Active
2024-03-11 12:40:00+09:00,2024-03-11 12:50:00+09:00,205.0,0.147,0.0,Moderate
2024-03-11 12:50:00+09:00,2024-03-11 13:00:00+09:00,11.0,0.019,0.0,Inactive
2024-03-11 13:00:00+09:00,2024-03-11 13:10:00+09:00,30.0,0.023,0.0,Inactive
2024-03-11 13:10:00+09:00,2024-03-11 13:20:00+09:00,50.0,0.038,0.0,Inactive
2024-03-11 13:20:00+09:00,2024-03-11 13:30:00+09:00,30.0,0.022,0.0,Inactive
2024-03-11 13:40:00+09:00,2024-03-11 13:50:00+09:00,20.0,0.014,0.0,Inactive
2024-03-11 13:50:00+09:00,2024-03-11 14:00:00+09:00,34.0,0.025,0.0,Inactive
2024-03-11 14:00:00+09:00,2024-03-11 14:10:00+09:00,166.0,0.122,0.0,Light
2024-03-11 14:20:00+09:00,2024-03-11 14:30:00+09:00,20.0,0.015,0.0,Inactive
2024-03-11 14:30:00+09:00,2024-03-11 14:40:00+09:00,8.0,0.006,0.0,Inactive
2024-03-11 14:40:00+09:00,2024-03-11 14:50:00+09:00,76.0,0.057,0.0,Inactive
2024-03-11 14:50:00+09:00,2024-03-11 15:00:00+09:00,19.0,0.014,0.0,Inactive
2024-03-11 15:00:00+09:00,2024-03-11 15:10:00+09:00,40.0,0.031,0.0,Inactive
2024-03-11 15:20:00+09:00,2024-03-11 15:30:00+09:00,45.0,0.033,0.0,Inactive
2024-03-11 15:30:00+09:00,2024-03-11 15:40:00+09:00,26.0,0.02,0.0,Inactive
2024-03-11 15:40:00+09:00,2024-03-11 15:50:00+09:00,32.0,0.025,0.0,Inactive
2024-03-11 16:10:00+09:00,2024-03-11 16:20:00+09:00,1.0,0.001,0.0,Inactive
2024-03-11 16:30:00+09:00,2024-03-11 16:40:00+09:00,30.0,0.022,0.0,Inactive
2024-03-11 17:00:00+09:00,2024-03-11 17:10:00+09:00,98.0,0.078,0.0,Inactive
2024-03-11 17:10:00+09:00,2024-03-11 17:20:00+09:00,133.0,0.103,0.0,Light
2024-03-11 17:20:00+09:00,2024-03-11 17:30:00+09:00,96.0,0.074,0.0,Inactive
2024-03-11 17:30:00+09:00,2024-03-11 17:40:00+09:00,35.0,0.026,0.0,Inactive
2024-03-11 17:40:00+09:00,2024-03-11 17:50:00+09:00,5.0,0.003,0.0,Inactive
2024-03-11 18:00:00+09:00,2024-03-11 18:10:00+09:00,254.0,0.186,0.0,Moderate
2024-03-11 18:10:00+09:00,2024-03-11 18:20:00+09:00,151.0,0.094,0.0,Light
2024-03-11 18:20:00+09:00,2024-03-11 18:30:00+09:00,65.0,0.059,0.0,Inactive
2024-03-11 18:30:00+09:00,2024-03-11 18:40:00+09:00,116.0,0.101,0.0,Light
2024-03-11 18:40:00+09:00,2024-03-11 18:50:00+09:00,44.0,0.029,0.0,Inactive
2024-03-11 18:50:00+09:00,2024-03-11 19:00:00+09:00,560.0,0.416,0.0,Active
2024-03-11 19:00:00+09:00,2024-03-11 19:10:00+09:00,64.0,0.048,0.0,Inactive
2024-03-11 19:10:00+09:00,2024-03-11 19:20:00+09:00,80.0,0.058,0.0,Inactive
2024-03-11 19:20:00+09:00,2024-03-11 19:30:00+09:00,121.0,0.089,0.0,Light
2024-03-11 19:30:00+09:00,2024-03-11 19:40:00+09:00,48.0,0.036,0.0,Inactive
2024-03-11 19:40:00+09:00,2024-03-11 19:50:00+09:00,31.0,0.023,0.0,Inactive
2024-03-11 19:50:00+09:00,2024-03-11 20:00:00+09:00,4.0,0.003,0.0,Inactive
2024-03-11 22:30:00+09:00,2024-03-11 22:40:00+09:00,7.0,0.004,0.0,Inactive
2024-03-11 22:40:00+09:00,2024-03-11 22:50:00+09:00,165.0,0.127,0.0,Light
2024-03-11 22:50:00+09:00,2024-03-11 23:00:00+09:00,85.0,0.068,0.0,Inactive
2024-03-11 23:00:00+09:00,2024-03-11 23:10:00+09:00,26.0,0.019,0.0,Inactive
2024-03-11 23:10:00+09:00,2024-03-11 23:20:00+09:00,65.0,0.048,0.0,Inactive
2024-03-11 23:20:00+09:00,2024-03-11 23:30:00+09:00,215.0,0.163,0.0,Moderate
2024-03-11 23:30:00+09:00,2024-03-11 23:40:00+09:00,107.0,0.085,0.0,Light
2024-03-11 23:40:00+09:00,2024-03-11 23:50:00+09:00,56.0,0.043,0.0,Inactive
2024-03-12 00:00:00+09:00,2024-03-12 00:10:00+09:00,31.0,0.023,0.0,Inactive
2024-03-12 00:30:00+09:00,2024-03-12 00:40:00+09:00,2.0,0.001,0.0,Inactive
2024-03-12 01:00:00+09:00,2024-03-12 01:10:00+09:00,12.0,0.01,0.0,Inactive
2024-03-12 03:10:00+09:00,2024-03-12 03:20:00+09:00,16.0,0.012,0.0,Inactive
2024-03-12 09:30:00+09:00,2024-03-12 09:40:00+09:00,36.0,0.024,0.0,Inactive
2024-03-12 10:00:00+09:00,2024-03-12 10:10:00+09:00,11.0,0.008,0.0,Inactive
2024-03-12 10:10:00+09:00,2024-03-12 10:20:00+09:00,37.0,0.027,0.0,Inactive
2024-03-12 10:20:00+09:00,2024-03-12 10:30:00+09:00,37.0,0.027,0.0,Inactive
2024-03-12 10:30:00+09:00,2024-03-12 10:40:00+09:00,16.0,0.012,0.0,Inactive
2024-03-12 10:50:00+09:00,2024-03-12 11:00:00+09:00,80.0,0.058,0.0,Inactive
2024-03-12 11:00:00+09:00,2024-03-12 11:10:00+09:00,211.0,0.158,0.0,Moderate
2024-03-12 11:10:00+09:00,2024-03-12 11:20:00+09:00,97.0,0.07,0.0,Inactive
2024-03-12 11:20:00+09:00,2024-03-12 11:30:00+09:00,34.0,0.019,0.0,Inactive
2024-03-12 11:30:00+09:00,2024-03-12 11:40:00+09:00,77.0,0.051,0.0,Inactive
2024-03-12 11:40:00+09:00,2024-03-12 11:50:00+09:00,98.0,0.071,0.0,Inactive
2024-03-12 11:50:00+09:00,2024-03-12 12:00:00+09:00,62.0,0.045,0.0,Inactive
2024-03-12 12:00:00+09:00,2024-03-12 12:10:00+09:00,155.0,0.104,0.0,Light
2024-03-12 12:10:00+09:00,2024-03-12 12:20:00+09:00,1543.0,1.125,0.691,Very Active
2024-03-12 12:20:00+09:00,2024-03-12 12:30:00+09:00,1639.0,1.22,9.309,Intense
2024-03-12 12:30:00+09:00,2024-03-12 12:40:00+09:00,135.0,0.098,0.0,Light
2024-03-12 12:40:00+09:00,2024-03-12 12:50:00+09:00,36.0,0.023,0.0,Inactive
2024-03-12 13:00:00+09:00,2024-03-12 13:10:00+09:00,130.0,0.094,0.0,Light
2024-03-12 13:10:00+09:00,2024-03-12 13:20:00+09:00,89.0,0.063,0.0,Inactive
2024-03-12 13:20:00+09:00,2024-03-12 13:30:00+09:00,56.0,0.041,0.0,Inactive
2024-03-12 13:30:00+09:00,2024-03-12 13:40:00+09:00,18.0,0.014,0.0,Inactive
2024-03-12 13:40:00+09:00,2024-03-12 13:50:00+09:00,29.0,0.023,0.0,Inactive
2024-03-12 13:50:00+09:00,2024-03-12 14:00:00+09:00,10.0,0.007,0.0,Inactive
2024-03-12 14:00:00+09:00,2024-03-12 14:10:00+09:00,62.0,0.044,0.0,Inactive
2024-03-12 14:10:00+09:00,2024-03-12 14:20:00+09:00,64.0,0.047,0.0,Inactive
2024-03-12 14:20:00+09:00,2024-03-12 14:30:00+09:00,53.0,0.038,0.0,Inactive
2024-03-12 14:30:00+09:00,2024-03-12 14:40:00+09:00,129.0,0.099,0.0,Light
2024-03-12 14:40:00+09:00,2024-03-12 14:50:00+09:00,10.0,0.008,0.0,Inactive
2024-03-12 15:00:00+09:00,2024-03-12 15:10:00+09:00,23.0,0.017,0.0,Inactive
2024-03-12 15:10:00+09:00,2024-03-12 15:20:00+09:00,76.0,0.054,0.0,Inactive
2024-03-12 15:20:00+09:00,2024-03-12 15:30:00+09:00,45.0,0.032,0.0,Inactive
2024-03-12 15:30:00+09:00,2024-03-12 15:40:00+09:00,26.0,0.019,0.0,Inactive
2024-03-12 15:50:00+09:00,2024-03-12 16:00:00+09:00,24.0,0.018,0.0,Inactive
2024-03-12 16:00:00+09:00,2024-03-12 16:10:00+09:00,1.0,0.001,0.0,Inactive
2024-03-12 16:10:00+09:00,2024-03-12 16:20:00+09:00,1.0,0.001,0.0,Inactive
2024-03-12 16:20:00+09:00,2024-03-12 16:30:00+09:00,26.0,0.019,0.0,Inactive
2024-03-12 16:50:00+09:00,2024-03-12 17:00:00+09:00,20.0,0.015,0.0,Inactive
2024-03-12 17:00:00+09:00,2024-03-12 17:10:00+09:00,42.0,0.031,0.0,Inactive
2024-03-12 17:10:00+09:00,2024-03-12 17:20:00+09:00,25.0,0.019,0.0,Inactive
2024-03-12 17:20:00+09:00,2024-03-12 17:30:00+09:00,32.0,0.023,0.0,Inactive
2024-03-12 17:30:00+09:00,2024-03-12 17:40:00+09:00,25.0,0.018,0.0,Inactive
2024-03-12 17:40:00+09:00,2024-03-12 17:50:00+09:00,11.0,0.008,0.0,Inactive
2024-03-12 17:50:00+09:00,2024-03-12 18:00:00+09:00,7.0,0.005,0.0,Inactive
2024-03-12 18:00:00+09:00,2024-03-12 18:10:00+09:00,15.0,0.011,0.0,Inactive
2024-03-12 18:10:00+09:00,2024-03-12 18:20:00+09:00,81.0,0.061,0.0,Inactive
2024-03-12 18:20:00+09:00,2024-03-12 18:30:00+09:00,76.0,0.057,0.0,Inactive
2024-03-12 18:30:00+09:00,2024-03-12 18:40:00+09:00,6.0,0.005,0.0,Inactive
2024-03-12 18:40:00+09:00,2024-03-12 18:50:00+09:00,45.0,0.033,0.0,Inactive
2024-03-12 18:50:00+09:00,2024-03-12 19:00:00+09:00,55.0,0.064,0.0,Inactive
2024-03-12 19:00:00+09:00,2024-03-12 19:10:00+09:00,131.0,0.064,0.0,Light
2024-03-12 19:10:00+09:00,2024-03-12 19:20:00+09:00,9.0,0.007,0.0,Inactive
2024-03-12 19:20:00+09:00,2024-03-12 19:30:00+09:00,26.0,0.019,0.0,Inactive
2024-03-12 19:30:00+09:00,2024-03-12 19:40:00+09:00,64.0,0.049,0.0,Inactive
2024-03-12 19:40:00+09:00,2024-03-12 19:50:00+09:00,5.0,0.004,0.0,Inactive
2024-03-12 20:00:00+09:00,2024-03-12 20:10:00+09:00,24.0,0.017,0.0,Inactive
2024-03-12 20:10:00+09:00,2024-03-12 20:20:00+09:00,717.0,0.516,9.0,Very Active
2024-03-12 20:20:00+09:00,2024-03-12 20:30:00+09:00,129.0,0.098,0.0,Light
2024-03-12 20:30:00+09:00,2024-03-12 20:40:00+09:00,50.0,0.041,0.0,Inactive
2024-03-12 20:40:00+09:00,2024-03-12 20:50:00+09:00,34.0,0.027,0.0,Inactive
2024-03-12 20:50:00+09:00,2024-03-12 21:00:00+09:00,125.0,0.089,0.0,Light
2024-03-12 21:00:00+09:00,2024-03-12 21:10:00+09:00,1048.0,0.74,0.0,Active
2024-03-12 21:10:00+09:00,2024-03-12 21:20:00+09:00,740.0,0.529,0.0,Active
2024-03-12 21:20:00+09:00,2024-03-12 21:30:00+09:00,27.0,0.02,0.0,Inactive
2024-03-12 21:30:00+09:00,2024-03-12 21:40:00+09:00,56.0,0.041,0.0,Inactive
2024-03-12 21:40:00+09:00,2024-03-12 21:50:00+09:00,17.0,0.012,0.0,Inactive
2024-03-12 22:20:00+09:00,2024-03-12 22:30:00+09:00,20.0,0.014,0.0,Inactive
2024-03-12 22:40:00+09:00,2024-03-12 22:50:00+09:00,48.0,0.031,0.0,Inactive
2024-03-12 22:50:00+09:00,2024-03-12 23:00:00+09:00,13.0,0.008,0.0,Inactive
2024-03-12 23:00:00+09:00,2024-03-12 23:10:00+09:00,40.0,0.029,0.0,Inactive
2024-03-12 23:10:00+09:00,2024-03-12 23:20:00+09:00,9.0,0.007,0.0,Inactive
2024-03-12 23:30:00+09:00,2024-03-12 23:40:00+09:00,47.0,0.033,0.0,Inactive
2024-03-12 23:50:00+09:00,2024-03-13 00:00:00+09:00,19.0,0.014,0.0,Inactive
2024-03-13 00:00:00+09:00,2024-03-13 00:10:00+09:00,43.0,0.032,0.0,Inactive
2024-03-13 00:10:00+09:00,2024-03-13 00:20:00+09:00,20.0,0.015,0.0,Inactive
2024-03-13 00:20:00+09:00,2024-03-13 00:30:00+09:00,19.0,0.014,0.0,Inactive
2024-03-13 00:30:00+09:00,2024-03-13 00:40:00+09:00,22.0,0.017,0.0,Inactive
2024-03-13 00:40:00+09:00,2024-03-13 00:50:00+09:00,4.0,0.004,0.0,Inactive
2024-03-13 07:30:00+09:00,2024-03-13 07:40:00+09:00,47.0,0.035,0.0,Inactive
2024-03-13 08:00:00+09:00,2024-03-13 08:10:00+09:00,18.0,0.013,0.0,Inactive
2024-03-13 08:10:00+09:00,2024-03-13 08:20:00+09:00,40.0,0.029,0.0,Inactive
2024-03-13 08:20:00+09:00,2024-03-13 08:30:00+09:00,23.0,0.017,0.0,Inactive
2024-03-13 08:30:00+09:00,2024-03-13 08:40:00+09:00,83.0,0.063,0.0,Inactive
2024-03-13 08:40:00+09:00,2024-03-13 08:50:00+09:00,4.0,0.003,0.0,Inactive
2024-03-13 08:50:00+09:00,2024-03-13 09:00:00+09:00,110.0,0.086,0.0,Light
2024-03-13 09:00:00+09:00,2024-03-13 09:10:00+09:00,137.0,0.104,0.0,Light
2024-03-13 09:10:00+09:00,2024-03-13 09:20:00+09:00,555.0,0.308,0.0,Active
2024-03-13 09:20:00+09:00,2024-03-13 09:30:00+09:00,384.0,0.408,0.0,Moderate
2024-03-13 09:30:00+09:00,2024-03-13 09:40:00+09:00,145.0,0.097,0.0,Light
2024-03-13 09:40:00+09:00,2024-03-13 09:50:00+09:00,740.0,0.53,6.0,Very Active
2024-03-13 09:50:00+09:00,2024-03-13 10:00:00+09:00,193.0,0.145,0.0,Moderate
2024-03-13 10:00:00+09:00,2024-03-13 10:10:00+09:00,638.0,0.475,2.0,Active
2024-03-13 10:20:00+09:00,2024-03-13 10:30:00+09:00,50.0,0.035,0.0,Inactive
2024-03-13 10:30:00+09:00,2024-03-13 10:40:00+09:00,121.0,0.089,0.0,Light
2024-03-13 11:30:00+09:00,2024-03-13 11:40:00+09:00,884.0,0.632,0.0,Active
2024-03-13 11:50:00+09:00,2024-03-13 12:00:00+09:00,327.0,0.228,2.0,Moderate
2024-03-13 12:00:00+09:00,2024-03-13 12:10:00+09:00,2180.0,1.614,0.0,Intense
2024-03-13 12:10:00+09:00,2024-03-13 12:20:00+09:00,2852.0,2.259,0.0,Intense
2024-03-13 12:20:00+09:00,2024-03-13 12:30:00+09:00,2988.0,2.368,0.0,Intense
2024-03-13 12:30:00+09:00,2024-03-13 12:40:00+09:00,2925.0,2.275,0.0,Intense
2024-03-13 12:40:00+09:00,2024-03-13 12:50:00+09:00,2163.0,1.596,0.0,Intense
2024-03-13 12:50:00+09:00,2024-03-13 13:00:00+09:00,1889.0,1.297,0.0,Very Active
2024-03-13 13:00:00+09:00,2024-03-13 13:10:00+09:00,1808.0,1.324,1.0,Very Active
2024-03-13 13:10:00+09:00,2024-03-13 13:20:00+09:00,1076.0,0.832,1.0,Active
2024-03-13 13:20:00+09:00,2024-03-13 13:30:00+09:00,47.0,0.035,0.0,Inactive
2024-03-13 13:30:00+09:00,2024-03-13 13:40:00+09:00,210.0,0.156,0.0,Moderate
